# gapseq version: 1.1 8d4d2ce
# Sequence DB md5sum: 1139b8e (2022-02-11, Bacteria)
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A5V9W3	39.189	4.89e-110	357	98	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5291	6844	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A5V9W3	38.996	7.76e-109	354	98	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5167	6720	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A1VJZ6	44.632	1.69e-105	345	88	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34949	36352	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A1VJZ6	44.632	1.62e-105	345	88	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15300	16703	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A1VJZ6	44.632	1.46e-105	345	88	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5381	6784	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A1VJZ6	44.421	1.88e-104	342	88	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5257	6660	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A5G7Y7	28.986	2.24e-33	134	74	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	35210	36406	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A5G7Y7	28.986	2.15e-33	134	74	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15561	16757	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A5G7Y7	28.986	1.95e-33	134	74	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5642	6838	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A5G7Y7	28.986	1.47e-33	134	74	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5518	6714	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A2BR44	28.870	8.03e-25	108	87	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5245	6645	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A2BR44	28.870	1.86e-24	107	87	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34937	36337	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A2BR44	28.870	1.79e-24	107	87	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15288	16688	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A2BR44	28.870	1.64e-24	107	87	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5369	6769	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A2BWL8	28.684	2.79e-24	106	91	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5266	6726	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A2BWL8	28.684	7.92e-24	105	91	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34958	36418	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A2BWL8	28.684	7.62e-24	105	91	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15309	16769	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A2BWL8	28.684	6.99e-24	105	91	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5390	6850	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
GLUCOKIN-RXN	glucokinase	2.7.1.1/2.7.1.2		UniRef50_A0A0B5QI08	28.383	1.33e-28	114	92	NODE_1772_length_10906_cov_203.088 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2476	1586	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00216 rxn01169 rxn15249 	NA	0	1
GLUCOKIN-RXN	glucokinase	2.7.1.1/2.7.1.2		UniRef50_A0A0B5QI08	28.053	7.55e-28	112	92	NODE_95_length_82002_cov_136.154 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	31837	30947	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00216 rxn01169 rxn15249 	NA	0	1
GLUCOKIN-RXN	glucokinase	2.7.1.1/2.7.1.2		UniRef50_A0A0B5QI08	28.053	7.54e-28	112	92	NODE_82_length_72191_cov_17.5868 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	29983	29093	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00216 rxn01169 rxn15249 	NA	0	1
GLUCOKIN-RXN	glucokinase	2.7.1.1/2.7.1.2		UniRef50_A0A0B5QI08	28.053	7.42e-28	112	92	NODE_560_length_27831_cov_285.578 [matched=7] [unmatched=2] [degenerate=0] [unbinned=0]	25356	26246	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00216 rxn01169 rxn15249 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A4WWV3	55.689	5.81e-170	530	99	NODE_825_length_19958_cov_236.365 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10787	9294	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A4WWV3	55.489	1.99e-169	529	99	NODE_7_length_194231_cov_155.221 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	80840	82333	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A4WWV3	55.489	1.80e-169	529	99	NODE_1820_length_11873_cov_383.958 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1287	2780	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A4WWV3	55.289	7.86e-168	524	99	NODE_952_length_20119_cov_19.7689 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10948	9455	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1B4Z9	51.697	6.01e-163	510	99	NODE_825_length_19958_cov_236.365 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10787	9294	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1B4Z9	51.497	1.93e-162	509	99	NODE_7_length_194231_cov_155.221 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	80840	82333	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1B4Z9	51.497	1.74e-162	509	99	NODE_1820_length_11873_cov_383.958 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1287	2780	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1B4Z9	51.297	8.04e-161	504	99	NODE_952_length_20119_cov_19.7689 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10948	9455	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A3DBQ2	45.294	7.10e-131	418	99	NODE_952_length_20119_cov_19.7689 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10948	9452	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A3DBQ2	45.294	2.34e-130	417	99	NODE_7_length_194231_cov_155.221 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	80840	82336	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A3DBQ2	45.294	2.11e-130	417	99	NODE_1820_length_11873_cov_383.958 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1287	2783	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A3DBQ2	45.098	6.67e-130	416	99	NODE_825_length_19958_cov_236.365 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10787	9291	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A4ST23	44.576	4.78e-129	413	99	NODE_825_length_19958_cov_236.365 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10790	9294	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A4ST23	44.379	3.35e-129	413	99	NODE_952_length_20119_cov_19.7689 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10951	9455	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A0LDF3	43.444	1.03e-128	412	97	NODE_825_length_19958_cov_236.365 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10787	9294	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A4ST23	44.379	2.36e-128	411	99	NODE_7_length_194231_cov_155.221 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	80837	82333	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A4ST23	44.379	2.13e-128	411	99	NODE_1820_length_11873_cov_383.958 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1284	2780	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1S1L6	43.217	6.07e-128	410	99	NODE_825_length_19958_cov_236.365 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10790	9294	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1S1L6	43.217	4.18e-128	410	99	NODE_952_length_20119_cov_19.7689 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10951	9455	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A0PYP3	44.031	3.12e-128	410	99	NODE_952_length_20119_cov_19.7689 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10951	9455	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A0LDF3	43.249	4.60e-128	410	97	NODE_7_length_194231_cov_155.221 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	80840	82333	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A0LDF3	43.249	4.13e-128	410	97	NODE_1820_length_11873_cov_383.958 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1287	2780	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A0LDF3	43.249	4.01e-128	410	97	NODE_952_length_20119_cov_19.7689 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10948	9455	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1S1L6	43.023	1.60e-127	409	99	NODE_7_length_194231_cov_155.221 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	80837	82333	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1S1L6	43.023	1.44e-127	409	99	NODE_1820_length_11873_cov_383.958 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1284	2780	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A0PYP3	44.031	1.65e-127	409	99	NODE_7_length_194231_cov_155.221 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	80837	82333	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A0PYP3	44.031	1.48e-127	409	99	NODE_1820_length_11873_cov_383.958 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1284	2780	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A0PYP3	44.031	1.40e-127	409	99	NODE_825_length_19958_cov_236.365 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10790	9294	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1SZI3	42.043	2.96e-125	402	99	NODE_825_length_19958_cov_236.365 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10790	9294	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1SZI3	41.847	2.24e-125	402	99	NODE_952_length_20119_cov_19.7689 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10951	9455	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1SZI3	41.847	9.56e-125	400	99	NODE_7_length_194231_cov_155.221 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	80837	82333	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1SZI3	41.847	8.61e-125	400	99	NODE_1820_length_11873_cov_383.958 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1284	2780	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A5F3N4	44.118	2.20e-124	399	99	NODE_825_length_19958_cov_236.365 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10790	9297	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A3QJM4	43.164	5.23e-124	399	98	NODE_825_length_19958_cov_236.365 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10790	9294	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A3QJM4	42.969	3.74e-124	399	98	NODE_952_length_20119_cov_19.7689 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10951	9455	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A5F3N4	43.922	6.33e-124	398	99	NODE_7_length_194231_cov_155.221 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	80837	82330	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A5F3N4	43.922	5.70e-124	398	99	NODE_1820_length_11873_cov_383.958 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1284	2777	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A5F3N4	43.922	9.66e-124	397	99	NODE_952_length_20119_cov_19.7689 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10951	9458	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A3QJM4	42.969	1.40e-123	397	98	NODE_7_length_194231_cov_155.221 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	80837	82333	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A3QJM4	42.969	1.25e-123	397	98	NODE_1820_length_11873_cov_383.958 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1284	2780	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A0Q5M6	40.962	2.16e-122	394	99	NODE_952_length_20119_cov_19.7689 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10954	9455	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A0Q5M6	40.962	8.86e-122	392	99	NODE_7_length_194231_cov_155.221 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	80834	82333	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A0Q5M6	40.962	7.97e-122	392	99	NODE_1820_length_11873_cov_383.958 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1281	2780	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A0Q5M6	40.962	7.88e-122	392	99	NODE_825_length_19958_cov_236.365 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10793	9294	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1AXW7	42.105	9.50e-121	389	99	NODE_952_length_20119_cov_19.7689 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10960	9455	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A4Y077	44.664	5.83e-120	387	98	NODE_825_length_19958_cov_236.365 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10787	9294	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A4Y077	44.466	5.05e-120	387	98	NODE_952_length_20119_cov_19.7689 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10948	9455	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1AXW7	42.105	3.87e-120	387	99	NODE_7_length_194231_cov_155.221 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	80828	82333	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1AXW7	42.105	3.48e-120	387	99	NODE_1820_length_11873_cov_383.958 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1275	2780	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1AXW7	41.910	1.33e-119	386	99	NODE_825_length_19958_cov_236.365 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10799	9294	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A4Y077	44.466	1.53e-119	385	98	NODE_7_length_194231_cov_155.221 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	80840	82333	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A4Y077	44.466	1.37e-119	385	98	NODE_1820_length_11873_cov_383.958 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1287	2780	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1JHY1	41.096	7.48e-119	384	99	NODE_825_length_19958_cov_236.365 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	10790	9294	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1JHY1	40.900	1.75e-118	383	99	NODE_7_length_194231_cov_155.221 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	80837	82333	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_A1JHY1	40.900	1.57e-118	383	99	NODE_1820_length_11873_cov_383.958 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1284	2780	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
